Quake Number,Location,Magnitude,Time
4087,"M 4.2 - 151km SSW of Ndoi Island, Fiji",4.2,2019-06-09 10:49:32
4088,"M 4.1 - 59km SSW of Yonakuni, Japan",4.1,2019-06-09 10:02:07
4089,"M 4.0 - 16km SSW of Acapulco de Juarez, Mexico",4,2019-06-09 09:53:48
4090,"M 4.8 - 88km SE of Sigave, Wallis and Futuna",4.8,2019-06-09 09:26:11
4091,"M 4.0 - 113km W of Mendi, Papua New Guinea",4,2019-06-09 09:13:56
4092,"M 4.5 - 6km ESE of Mamasa, Indonesia",4.5,2019-06-09 08:27:17
4093,"M 4.0 - 42km SW of Karpathos, Greece",4,2019-06-09 07:43:49
4094,"M 5.3 - 137km W of Abepura, Indonesia",5.3,2019-06-09 05:53:55
4095,"M 4.9 - 299km SSW of Kute, Indonesia",4.9,2019-06-09 03:47:42
4096,"M 5.4 - 55km S of Karangbadar Kidul, Indonesia",5.4,2019-06-09 03:32:25
4097,"M 4.1 - 210km SE of Ol'ga, Russia",4.1,2019-06-09 02:06:45
4098,"M 4.2 - 81km ESE of Sarangani, Philippines",4.2,2019-06-09 00:47:59
4099,"M 4.1 - 41km SSW of Puerto El Triunfo, El Salvador",4.1,2019-06-08 23:52:18
4100,"M 4.4 - 271km S of Citotok, Indonesia",4.4,2019-06-08 22:40:11
4101,"M 4.7 - 241km SE of Ittoqqortoormiit, Greenland",4.7,2019-06-08 21:45:17
4102,M 4.0 - Banda Sea,4,2019-06-08 21:32:28
4103,"M 4.2 - 15km WSW of Kamar Mushani, Pakistan",4.2,2019-06-08 20:36:53
4104,"M 4.2 - 50km SSE of Ofunato, Japan",4.2,2019-06-08 18:26:14
4105,"M 4.2 - 227km NW of Saumlaki, Indonesia",4.2,2019-06-08 15:47:41
4106,"M 4.8 - 217km ESE of Hachijo-jima, Japan",4.8,2019-06-08 15:39:07
4107,"M 5.0 - 132km WNW of Arawa, Papua New Guinea",5,2019-06-08 15:36:54
4108,"M 4.4 - 202km S of Acari, Peru",4.4,2019-06-08 15:09:15
4109,"M 4.0 - 17km ESE of Agrihan, Northern Mariana Islands",4,2019-06-08 14:38:57
4110,"M 4.4 - 107km E of Sarangani, Philippines",4.4,2019-06-08 14:34:54
4111,"M 4.2 - 40km SE of Kamaishi, Japan",4.2,2019-06-08 14:33:34
4112,"M 4.6 - 253km NNW of Scott Island Bank, Antarctica",4.6,2019-06-08 14:24:53
4113,"M 4.5 - 89km WSW of Sabtang, Philippines",4.5,2019-06-08 13:48:32
4114,"M 4.4 - 222km SSE of Sigave, Wallis and Futuna",4.4,2019-06-08 12:41:29
4115,"M 4.9 - 167km E of Kuril'sk, Russia",4.9,2019-06-08 12:10:44
4116,"M 4.1 - 77km WSW of Tobelo, Indonesia",4.1,2019-06-08 10:59:28
4117,"M 4.4 - 18km NNE of Roshtqal'a, Tajikistan",4.4,2019-06-08 10:58:35
4118,"M 4.5 - 24km E of General Luna, Philippines",4.5,2019-06-08 10:31:32
4119,"M 4.5 - 37km ENE of General Luna, Philippines",4.5,2019-06-08 10:01:05
4120,"M 4.6 - 72km NE of Shikotan, Russia",4.6,2019-06-08 09:37:29
4121,"M 4.9 - 85km NW of Arrowtown, New Zealand",4.9,2019-06-08 09:24:12
4122,"M 4.2 - 259km SE of Kodiak, Alaska",4.2,2019-06-08 08:50:59
4123,M 5.5 - South of the Fiji Islands,5.5,2019-06-08 08:19:03
4124,"M 4.7 - 258km SE of Lambasa, Fiji",4.7,2019-06-08 08:11:13
4125,"M 4.2 - 144km SSE of Pondaguitan, Philippines",4.2,2019-06-08 08:09:33
4126,"M 4.7 - 15km ENE of Loncoche, Chile",4.7,2019-06-08 07:44:07
4127,"M 4.8 - 38km ESE of General Luna, Philippines",4.8,2019-06-08 07:23:39
4128,"M 4.2 - 230km NW of Saumlaki, Indonesia",4.2,2019-06-08 06:31:36
4129,"M 4.3 - 63km WNW of San Antonio de los Cobres, Argentina",4.3,2019-06-08 05:59:46
4130,"M 5.1 - 190km SW of Kavieng, Papua New Guinea",5.1,2019-06-08 04:49:19
4131,"M 5.0 - 76km W of Panguna, Papua New Guinea",5,2019-06-08 04:19:55
4132,"M 4.2 - 112km S of San Francisco del Mar, Mexico",4.2,2019-06-08 02:25:46
4133,"M 4.1 - 36km SSW of Tecpan de Galeana, Mexico",4.1,2019-06-08 02:10:57
4134,"M 4.2 - 108km WSW of Merizo Village, Guam",4.2,2019-06-08 01:50:46
4135,"M 4.0 - 89km NW of Rabaul, Papua New Guinea",4,2019-06-08 00:06:32
4136,"M 4.5 - 2km N of Balingasay, Philippines",4.5,2019-06-07 23:46:22
4137,"M 4.4 - 63km W of Huarmey, Peru",4.4,2019-06-07 22:58:15
4138,"M 4.4 - 224km ENE of Anatahan, Northern Mariana Islands",4.4,2019-06-07 22:29:40
4139,M 4.5 - South of the Fiji Islands,4.5,2019-06-07 21:52:58
4140,"M 4.5 - 133km NW of Kota Ternate, Indonesia",4.5,2019-06-07 21:08:16
4141,M 5.0 - Southeast Indian Ridge,5,2019-06-07 17:36:08
4142,"M 4.6 - 124km NNE of Aksu, China",4.6,2019-06-07 15:47:08
4143,"M 4.1 - 282km N of Boroko, Indonesia",4.1,2019-06-07 13:55:16
4144,M 4.4 - Off the east coast of the North Island of New Zealand,4.4,2019-06-07 12:46:58
4145,"M 4.4 - 17km SSW of Balangonan, Philippines",4.4,2019-06-07 12:19:24
4146,"M 5.0 - 87km NE of Kodiak, Alaska",5,2019-06-07 08:57:33
4147,"M 4.4 - 88km WSW of Nabire, Indonesia",4.4,2019-06-07 08:25:03
4148,"M 4.3 - 44km SE of Lardos, Greece",4.3,2019-06-07 06:21:40
4149,"M 4.7 - 177km S of Severo-Kuril'sk, Russia",4.7,2019-06-07 05:29:24
4150,"M 4.1 - 7km S of Curiti, Colombia",4.1,2019-06-07 04:59:07
4151,"M 4.3 - 77km NNW of Agrihan, Northern Mariana Islands",4.3,2019-06-07 01:17:54
4152,"M 4.5 - 62km ENE of Derbent, Russia",4.5,2019-06-06 23:27:12
4153,"M 4.4 - 141km SSE of Sinabang, Indonesia",4.4,2019-06-06 20:59:00
4154,"M 4.2 - 272km ESE of Kodiak, Alaska",4.2,2019-06-06 19:24:58
4155,"M 4.4 - 255km NNW of Farallon de Pajaros, Northern Mariana Islands",4.4,2019-06-06 19:18:56
4156,"M 4.3 - 47km NNW of Finschhafen, Papua New Guinea",4.3,2019-06-06 17:24:12
4157,"M 4.4 - 123km ENE of Ndoi Island, Fiji",4.4,2019-06-06 16:36:17
4158,"M 4.5 - 112km NNW of Port Moresby, Papua New Guinea",4.5,2019-06-06 15:50:50
4159,"M 4.7 - 38km NNW of Waiouru, New Zealand",4.7,2019-06-06 13:47:44
4160,"M 4.5 - 95km W of San Antonio de los Cobres, Argentina",4.5,2019-06-06 11:51:28
4161,"M 4.5 - 242km NNE of Ndoi Island, Fiji",4.5,2019-06-06 10:02:17
4162,"M 4.5 - 270km NNE of Ndoi Island, Fiji",4.5,2019-06-06 09:30:59
4163,"M 4.4 - 22km SSW of Santa Maria Huazolotitlan, Mexico",4.4,2019-06-06 09:26:49
4164,"M 4.7 - 15km W of Santiago Pinotepa Nacional, Mexico",4.7,2019-06-06 09:25:39
4165,"M 4.3 - 48km WSW of Langsa, Indonesia",4.3,2019-06-06 06:02:19
4166,"M 4.5 - 16km NW of Pagan, Northern Mariana Islands",4.5,2019-06-06 03:22:30
4167,"M 4.4 - 100km SSE of Atka, Alaska",4.4,2019-06-06 02:44:34
4168,"M 4.4 - 96km SE of Sarangani, Philippines",4.4,2019-06-06 02:24:02
4169,"M 4.7 - 250km ENE of Neiafu, Tonga",4.7,2019-06-06 02:04:26
4170,"M 4.5 - 61km SSE of Kondoa, Tanzania",4.5,2019-06-06 01:01:08
4171,"M 4.4 - 52km WSW of Ndoi Island, Fiji",4.4,2019-06-05 22:00:38
4172,"M 4.6 - 114km E of Yamada, Japan",4.6,2019-06-05 21:14:02
4173,"M 4.5 - 57km SSE of Kondoa, Tanzania",4.5,2019-06-05 17:13:49
4174,"M 5.5 - 8km ENE of Kulaman, Philippines",5.5,2019-06-05 14:41:49
4175,"M 4.4 - 7km N of Murghob, Tajikistan",4.4,2019-06-05 14:23:45
4176,M 4.4 - Off the coast of Central America,4.4,2019-06-05 14:21:19
4177,"M 4.5 - 17km S of Hualian, Taiwan",4.5,2019-06-05 13:27:19
4178,M 4.7 - South Shetland Islands,4.7,2019-06-05 11:32:34
4179,"M 4.2 - 113km WSW of Nikol'skoye, Russia",4.2,2019-06-05 11:02:33
4180,"M 4.0 - 7km NW of Abu Road, India",4,2019-06-05 11:01:12
4181,"M 5.3 - 14km ESE of Copiapo, Chile",5.3,2019-06-05 10:19:42
4182,"M 4.3 - 15km W of San Clemente Is. (SE tip), CA",4.3,2019-06-05 08:32:09
4183,"M 4.3 - 179km S of Punta de Burica, Panama",4.3,2019-06-05 07:14:23
4184,"M 4.7 - 120km NW of Turkmenbasy, Turkmenistan",4.7,2019-06-05 06:33:07
4185,"M 5.1 - 114km WSW of Nikol'skoye, Russia",5.1,2019-06-05 04:57:53
4186,"M 4.3 - 13km W of San Clemente Is. (SE tip), CA",4.28,2019-06-05 04:47:18
4187,"M 4.2 - 257km ESE of Ozernovskiy, Russia",4.2,2019-06-05 02:24:38
4188,"M 4.4 - 8km SE of Xiluodu, China",4.4,2019-06-05 01:27:01
4189,"M 4.3 - 61km WSW of Khuzdar, Pakistan",4.3,2019-06-05 01:24:48
4190,"M 4.5 - 83km N of Calama, Chile",4.5,2019-06-05 01:18:22
4191,"M 4.7 - 82km W of Khuzdar, Pakistan",4.7,2019-06-05 00:37:53
4192,"M 4.2 - 48km S of Kupang, Indonesia",4.2,2019-06-04 23:57:48
4193,"M 4.4 - Kepulauan Barat Daya, Indonesia",4.4,2019-06-04 22:38:37
4194,"M 4.1 - 11km NW of Hawera, New Zealand",4.1,2019-06-04 22:26:39
4195,"M 4.0 - 287km NNE of Ndoi Island, Fiji",4,2019-06-04 21:50:54
4196,"M 4.6 - 11km W of Sarpol-e Zahab, Iran",4.6,2019-06-04 21:36:15
4197,"M 4.7 - 24km WSW of Sarpol-e Zahab, Iran",4.7,2019-06-04 21:33:05
4198,"M 4.3 - 62km E of Shizunai, Japan",4.3,2019-06-04 19:26:54
4199,"M 4.0 - 156km NW of Mikuni, Japan",4,2019-06-04 18:50:31
4200,"M 5.0 - 92km WSW of Pangai, Tonga",5,2019-06-04 17:27:25
4201,"M 4.4 - 31km SE of Namie, Japan",4.4,2019-06-04 15:09:38
4202,"M 4.5 - 11km NW of Xaltianguis, Mexico",4.5,2019-06-04 13:12:07
4203,"M 4.1 - 260km SE of Lambasa, Fiji",4.1,2019-06-04 11:00:52
4204,"M 4.4 - 78km SSW of Bunisari, Indonesia",4.4,2019-06-04 10:53:11
4205,"M 4.6 - 31km S of Kupang, Indonesia",4.6,2019-06-04 09:43:24
4206,"M 4.4 - 72km N of Nebe, Indonesia",4.4,2019-06-04 09:33:38
4207,"M 4.4 - 102km NNE of Hihifo, Tonga",4.4,2019-06-04 08:43:29
4208,"M 4.8 - 98km SSW of Luwuk, Indonesia",4.8,2019-06-04 08:33:10
4209,M 4.6 - Northern Mid-Atlantic Ridge,4.6,2019-06-04 07:55:16
4210,"M 4.4 - 200km WNW of Saumlaki, Indonesia",4.4,2019-06-04 07:44:03
4211,"M 4.6 - 78km SSE of Phek, India",4.6,2019-06-04 07:27:33
4212,"M 4.5 - 110km ENE of Iquique, Chile",4.5,2019-06-04 06:48:05
4213,"M 4.4 - 83km SW of Coquimbo, Chile",4.4,2019-06-04 06:13:06
4214,M 4.7 - Southwest Indian Ridge,4.7,2019-06-04 06:07:40
4215,"M 4.9 - 155km S of Lata, Solomon Islands",4.9,2019-06-04 05:34:06
4216,"M 4.4 - 66km WNW of La Ligua, Chile",4.4,2019-06-04 04:33:39
4217,"M 4.3 - 23km NNE of Tobelo, Indonesia",4.3,2019-06-04 04:25:06
4218,"M 5.5 - 57km ENE of Taitung City, Taiwan",5.5,2019-06-04 03:46:18
4219,"M 4.8 - 262km ENE of Neiafu, Tonga",4.8,2019-06-04 03:38:04
4220,"M 4.1 - 257km ESE of Ozernovskiy, Russia",4.1,2019-06-04 01:49:01
4221,"M 4.3 - 282km SE of Lambasa, Fiji",4.3,2019-06-04 01:34:16
4222,"M 4.6 - 10km WNW of Tabing, Indonesia",4.6,2019-06-04 01:18:14
4223,M 5.3 - Fiji region,5.3,2019-06-04 00:24:32
4224,"M 6.4 - Izu Islands, Japan region",6.4,2019-06-03 22:39:16
4225,"M 4.3 - 55km ENE of Ternate, Indonesia",4.3,2019-06-03 21:27:37
4226,"M 4.3 - 79km NNE of Calama, Chile",4.3,2019-06-03 21:16:01
4227,"M 4.4 - 256km ESE of Ozernovskiy, Russia",4.4,2019-06-03 21:02:35
4228,"M 4.1 - 258km ESE of Ozernovskiy, Russia",4.1,2019-06-03 20:50:41
4229,"M 4.4 - 23km S of Maketu, New Zealand",4.4,2019-06-03 20:21:29
4230,"M 4.3 - 19km NNW of Kawerau, New Zealand",4.3,2019-06-03 20:21:28
4231,"M 4.2 - 12km W of Huarancante, Peru",4.2,2019-06-03 20:04:15
4232,"M 4.4 - 88km NW of Finschhafen, Papua New Guinea",4.4,2019-06-03 20:02:20
4233,"M 4.7 - 159km SSE of Amsterdam Island, France",4.7,2019-06-03 19:30:56
4234,"M 4.9 - 170km SSE of Amsterdam Island, France",4.9,2019-06-03 19:24:10
4235,"M 5.2 - 87km ESE of `Ohonua, Tonga",5.2,2019-06-03 19:15:38
4236,M 4.4 - Northern Mid-Atlantic Ridge,4.4,2019-06-03 16:49:20
4237,"M 4.6 - 120km E of Ndoi Island, Fiji",4.6,2019-06-03 16:37:01
4238,"M 4.2 - 65km SE of Isangel, Vanuatu",4.2,2019-06-03 15:01:36
4239,"M 4.2 - 69km W of San Antonio de los Cobres, Argentina",4.2,2019-06-03 13:49:45
4240,M 4.5 - South of the Fiji Islands,4.5,2019-06-03 13:37:01
4241,M 4.4 - North of Svalbard,4.4,2019-06-03 11:55:45
4242,"M 4.5 - 173km NW of Neiafu, Tonga",4.5,2019-06-03 11:46:40
4243,"M 5.3 - 201km NE of Opotiki, New Zealand",5.3,2019-06-03 11:24:35
4244,"M 4.3 - 89km E of Iwaki, Japan",4.3,2019-06-03 11:16:04
4245,"M 4.3 - 135km N of Tobelo, Indonesia",4.3,2019-06-03 09:30:48
4246,"M 4.0 - 82km E of Petropavlovsk-Kamchatskiy, Russia",4,2019-06-03 09:02:26
4247,"M 4.8 - 239km SSE of Tabiauan, Philippines",4.8,2019-06-03 06:21:26
4248,"M 4.8 - 126km E of `Ohonua, Tonga",4.8,2019-06-03 04:36:27
4249,"M 4.6 - 6km NNE of Marintoc, Philippines",4.6,2019-06-03 03:42:55
4250,"M 4.1 - 133km SSE of San Felipe, Mexico",4.1,2019-06-03 03:02:17
4251,"M 5.2 - 69km NNW of Iquique, Chile",5.2,2019-06-03 02:42:12
4252,"M 4.3 - 36km NE of Severo-Kuril'sk, Russia",4.3,2019-06-03 02:39:56
4253,"M 4.3 - 103km WNW of San Antonio de los Cobres, Argentina",4.3,2019-06-03 00:49:31
4254,"M 5.3 - 234km WNW of Saumlaki, Indonesia",5.3,2019-06-03 00:26:30
4255,"M 5.2 - 193km SW of Sibolga, Indonesia",5.2,2019-06-03 00:04:35
4256,"M 5.8 - 191km SW of Sibolga, Indonesia",5.8,2019-06-02 23:57:09
4257,"M 4.2 - 109km SE of San Felipe, Mexico",4.2,2019-06-02 23:38:08
4258,"M 4.5 - 54km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.5,2019-06-02 22:37:23
4259,"M 4.7 - 19km WNW of Hacienda La Calera, Chile",4.7,2019-06-02 22:22:25
4260,"M 4.6 - 176km ENE of Tairua, New Zealand",4.6,2019-06-02 21:08:29
4261,"M 4.7 - 131km S of Isangel, Vanuatu",4.7,2019-06-02 20:56:59
4262,"M 4.5 - 136km NW of Kota Ternate, Indonesia",4.5,2019-06-02 20:44:44
4263,"M 4.7 - 136km E of `Ohonua, Tonga",4.7,2019-06-02 19:58:16
4264,"M 4.8 - 144km E of `Ohonua, Tonga",4.8,2019-06-02 19:02:17
4265,"M 4.6 - 101km ESE of Meulaboh, Indonesia",4.6,2019-06-02 18:42:59
4266,"M 5.0 - 133km E of `Ohonua, Tonga",5,2019-06-02 17:05:45
4267,"M 4.7 - 145km NNE of Opotiki, New Zealand",4.7,2019-06-02 16:46:30
4268,"M 4.2 - 251km NNE of Ndoi Island, Fiji",4.2,2019-06-02 16:28:57
4269,"M 4.9 - 78km WSW of Ceva-i-Ra, Fiji",4.9,2019-06-02 15:24:09
4270,"M 4.4 - 85km WNW of Laiwui, Indonesia",4.4,2019-06-02 14:02:32
4271,"M 4.3 - 50km SSW of La Libertad, El Salvador",4.3,2019-06-02 14:01:17
4272,"M 4.3 - 242km SE of Vostok, Russia",4.3,2019-06-02 13:56:28
4273,"M 4.3 - 65km WNW of La Ligua, Chile",4.3,2019-06-02 13:49:29
4274,"M 4.5 - 86km SE of Pondaguitan, Philippines",4.5,2019-06-02 12:01:28
4275,M 4.7 - West Chile Rise,4.7,2019-06-02 11:54:01
4276,"M 4.4 - 95km ESE of Pondaguitan, Philippines",4.4,2019-06-02 11:40:43
4277,M 4.5 - South of the Fiji Islands,4.5,2019-06-02 11:31:36
4278,"M 4.1 - 21km SW of Ilabaya, Peru",4.1,2019-06-02 10:11:17
4279,"M 4.9 - 83km ENE of `Ohonua, Tonga",4.9,2019-06-02 09:43:15
4280,"M 4.1 - 60km ENE of Atka, Alaska",4.1,2019-06-02 07:28:07
4281,"M 4.5 - 3km ESE of Hendek, Turkey",4.5,2019-06-02 07:08:47
4282,"M 4.9 - 20km WNW of Cempa, Indonesia",4.9,2019-06-02 06:05:22
4283,"M 4.3 - 44km NNE of Shizunai, Japan",4.3,2019-06-02 05:29:02
4284,"M 4.4 - 196km SE of Kuril'sk, Russia",4.4,2019-06-02 05:21:00
4285,"M 4.6 - 142km E of `Ohonua, Tonga",4.6,2019-06-02 04:52:41
4286,"M 4.8 - 116km E of `Ohonua, Tonga",4.8,2019-06-02 04:46:47
4287,"M 6.0 - 108km E of `Ohonua, Tonga",6,2019-06-02 04:36:29
4288,M 4.6 - Kuril Islands,4.6,2019-06-02 03:53:26
4289,"M 4.3 - 120km S of Kirakira, Solomon Islands",4.3,2019-06-02 02:22:36
4290,M 4.5 - Mid-Indian Ridge,4.5,2019-06-02 01:36:55
4291,M 4.2 - Fiji region,4.2,2019-06-02 00:52:46
4292,"M 4.3 - 259km NNE of Ndoi Island, Fiji",4.3,2019-06-02 00:39:58
4293,"M 4.5 - 107km E of Visokoi Island, South Georgia and the South Sandwich Islands",4.5,2019-06-02 00:25:10
4294,"M 4.4 - 8km SW of Negla, Indonesia",4.4,2019-06-01 22:52:32
4295,"M 4.2 - 106km E of Antofagasta, Chile",4.2,2019-06-01 21:21:16
4296,"M 5.4 - 120km SW of Padangsidempuan, Indonesia",5.4,2019-06-01 21:03:09
4297,"M 4.7 - 144km SSW of Ile Hunter, New Caledonia",4.7,2019-06-01 20:38:51
4298,"M 4.1 - 122km NNW of Finschhafen, Papua New Guinea",4.1,2019-06-01 19:59:45
4299,"M 4.4 - 147km WNW of Iranshahr, Iran",4.4,2019-06-01 19:16:58
4300,"M 4.5 - 123km NW of Kota Ternate, Indonesia",4.5,2019-06-01 19:13:21
4301,M 4.7 - Southern Mid-Atlantic Ridge,4.7,2019-06-01 19:07:20
4302,M 4.2 - North Atlantic Ocean,4.2,2019-06-01 15:22:51
4303,"M 5.1 - 204km SE of Iwo Jima, Japan",5.1,2019-06-01 14:14:00
4304,"M 4.5 - 282km ESE of Iwo Jima, Japan",4.5,2019-06-01 13:25:46
4305,"M 4.4 - 15km NNE of Erseke, Albania",4.4,2019-06-01 12:50:14
4306,"M 4.4 - 186km NNW of Sola, Vanuatu",4.4,2019-06-01 12:50:12
4307,"M 4.2 - 1km SE of Maliq, Albania",4.2,2019-06-01 12:37:41
4308,"M 4.3 - 10km NE of Erseke, Albania",4.3,2019-06-01 12:30:11
4309,"M 4.6 - 5km S of Marangani, Peru",4.6,2019-06-01 11:55:43
4310,"M 4.5 - 20km ENE of Santa Maria, Philippines",4.5,2019-06-01 11:14:29
4311,"M 4.5 - Kepulauan Barat Daya, Indonesia",4.5,2019-06-01 11:00:37
4312,"M 5.0 - 90km S of Luwuk, Indonesia",5,2019-06-01 10:14:05
4313,"M 4.3 - 5km SW of Korce, Albania",4.3,2019-06-01 09:19:25
4314,M 5.3 - Central Mid-Atlantic Ridge,5.3,2019-06-01 09:03:01
4315,"M 4.8 - Izu Islands, Japan region",4.8,2019-06-01 08:48:45
4316,M 4.6 - South of the Fiji Islands,4.6,2019-06-01 07:53:27
4317,"M 4.2 - 103km WSW of Porgera, Papua New Guinea",4.2,2019-06-01 06:41:49
4318,M 4.3 - South of the Fiji Islands,4.3,2019-06-01 05:57:18
4319,"M 4.4 - 81km SSW of Merizo Village, Guam",4.4,2019-06-01 05:14:13
4320,"M 4.4 - 26km NNW of La Serena, Chile",4.4,2019-06-01 04:59:42
4321,"M 4.0 - 89km NNW of Road Town, British Virgin Islands",4,2019-06-01 04:33:35
4322,M 5.4 - Southern Mid-Atlantic Ridge,5.4,2019-06-01 04:17:43
4323,"M 5.4 - 50km ESE of Pondaguitan, Philippines",5.4,2019-06-01 03:45:28
4324,M 4.5 - South of the Fiji Islands,4.5,2019-06-01 01:19:05
4325,"M 5.0 - 6km SSW of Korce, Albania",5,2019-06-01 01:00:28
4326,"M 4.1 - 210km WNW of Farallon de Pajaros, Northern Mariana Islands",4.1,2019-05-31 23:19:06
4327,"M 4.7 - 15km N of Erseke, Albania",4.7,2019-05-31 22:51:59
4328,"M 4.9 - 12km NNE of Shushtar, Iran",4.9,2019-05-31 22:34:02
4329,"M 4.9 - 2km NNW of Korce, Albania",4.9,2019-05-31 22:33:07
4330,"M 4.2 - 231km ESE of Lambasa, Fiji",4.2,2019-05-31 22:32:54
4331,"M 4.3 - 10km WSW of Maliq, Albania",4.3,2019-05-31 22:32:48
4332,"M 5.2 - 12km SSW of Korce, Albania",5.2,2019-05-31 22:26:19
4333,"M 4.6 - 163km SSW of Ciheras, Indonesia",4.6,2019-05-31 22:13:43
4334,"M 4.5 - 48km S of La Libertad, El Salvador",4.5,2019-05-31 19:44:17
4335,"M 4.6 - 41km SSE of Finschhafen, Papua New Guinea",4.6,2019-05-31 18:08:41
4336,"M 4.5 - 4km NNE of Ohara, Japan",4.5,2019-05-31 16:58:10
4337,M 4.6 - Northern Mid-Atlantic Ridge,4.6,2019-05-31 15:02:41
4338,"M 4.5 - 111km SW of Kokopo, Papua New Guinea",4.5,2019-05-31 14:58:01
4339,M 4.2 - South of the Fiji Islands,4.2,2019-05-31 14:31:21
4340,M 4.3 - South of the Fiji Islands,4.3,2019-05-31 14:24:15
4341,"M 4.9 - 95km WSW of Mendi, Papua New Guinea",4.9,2019-05-31 13:59:52
4342,"M 4.5 - 64km SSW of Ndoi Island, Fiji",4.5,2019-05-31 13:58:07
4343,"M 4.8 - 169km NW of Ceva-i-Ra, Fiji",4.8,2019-05-31 13:35:16
4344,"M 4.6 - 14km NNE of Irapa, Venezuela",4.6,2019-05-31 13:29:07
4345,"M 5.4 - 111km SW of Kokopo, Papua New Guinea",5.4,2019-05-31 11:50:29
4346,"M 4.5 - 121km ENE of Barishal, Pakistan",4.5,2019-05-31 10:01:33
4347,"M 4.6 - 23km N of Pingtung, Taiwan",4.6,2019-05-31 09:53:17
4348,"M 4.5 - 123km ENE of Hihifo, Tonga",4.5,2019-05-31 08:39:06
4349,"M 4.6 - 170km SSE of Sinabang, Indonesia",4.6,2019-05-31 08:06:38
4350,"M 4.9 - 71km SSW of Baubau, Indonesia",4.9,2019-05-31 07:55:32
4351,"M 4.3 - 25km E of Chitose, Japan",4.3,2019-05-31 07:48:56
4352,"M 4.4 - 38km NNW of Bobong, Indonesia",4.4,2019-05-31 07:32:02
4353,M 4.2 - Fiji region,4.2,2019-05-31 07:27:20
4354,"M 4.6 - 221km W of Cochrane, Chile",4.6,2019-05-31 06:22:22
4355,M 4.3 - Mid-Indian Ridge,4.3,2019-05-31 06:00:22
4356,"M 5.8 - 237km WSW of Tomatlan, Mexico",5.8,2019-05-31 05:57:24
4357,M 4.6 - Mid-Indian Ridge,4.6,2019-05-31 05:56:02
4358,M 4.2 - Reykjanes Ridge,4.2,2019-05-31 05:46:19
4359,"M 6.1 - 34km ESE of Pondaguitan, Philippines",6.1,2019-05-31 04:12:32
4360,"M 4.6 - Off the coast of Michoacan, Mexico",4.6,2019-05-31 01:36:50
4361,"M 4.8 - 57km SSE of Putre, Chile",4.8,2019-05-31 01:25:09
4362,"M 5.4 - 105km NNW of Labuhankananga, Indonesia",5.4,2019-05-31 00:37:53
4363,"M 4.4 - 61km S of Nemuro, Japan",4.4,2019-05-30 23:27:08
4364,"M 4.3 - 74km ENE of Sainte-Marie, Martinique",4.3,2019-05-30 22:24:47
4365,"M 4.5 - 165km SE of Iwo Jima, Japan",4.5,2019-05-30 22:08:53
4366,"M 4.1 - 63km NNW of Road Town, British Virgin Islands",4.13,2019-05-30 19:27:04
4367,"M 4.3 - 270km NNW of Luring, China",4.3,2019-05-30 18:36:44
4368,"M 4.1 - 49km W of Kuh Sefid, Iran",4.1,2019-05-30 17:09:12
4369,"M 4.2 - 39km S of La Libertad, El Salvador",4.2,2019-05-30 16:36:18
4370,"M 4.5 - 114km ENE of Hasaki, Japan",4.5,2019-05-30 16:33:10
4371,"M 4.5 - 235km WNW of Saumlaki, Indonesia",4.5,2019-05-30 14:59:21
4372,"M 4.4 - 90km SW of Ngulu, Micronesia",4.4,2019-05-30 13:52:56
4373,"M 4.7 - 32km NE of Orcopampa, Peru",4.7,2019-05-30 12:55:18
4374,"M 4.5 - 36km SW of Tilamuta, Indonesia",4.5,2019-05-30 12:17:04
4375,"M 4.5 - 216km NW of Saumlaki, Indonesia",4.5,2019-05-30 11:04:44
4376,"M 6.0 - 131km WSW of Vaini, Tonga",6,2019-05-30 09:38:01
4377,M 4.4 - Fiji region,4.4,2019-05-30 09:00:20
4378,"M 4.2 - 67km W of Minas de Marcona, Peru",4.2,2019-05-30 06:09:20
4379,"M 4.2 - 45km S of La Libertad, El Salvador",4.2,2019-05-30 05:07:03
4380,"M 4.2 - 38km S of La Libertad, El Salvador",4.2,2019-05-30 04:21:20
4381,"M 4.4 - 54km WNW of Minas de Marcona, Peru",4.4,2019-05-30 03:36:46
4382,"M 4.8 - 80km W of Minas de Marcona, Peru",4.8,2019-05-30 03:20:36
4383,"M 6.6 - 32km S of La Libertad, El Salvador",6.6,2019-05-30 03:03:32
4384,"M 4.4 - 292km SW of Tennant Creek, Australia",4.4,2019-05-30 01:38:55
4385,"M 4.5 - 249km ENE of Dili, East Timor",4.5,2019-05-30 01:04:41
4386,"M 4.4 - 119km NNE of Lorengau, Papua New Guinea",4.4,2019-05-30 00:44:50
4387,"M 4.2 - 37km WSW of Ashkasham, Afghanistan",4.2,2019-05-30 00:44:04
4388,"M 4.1 - 56km SW of Agrihan, Northern Mariana Islands",4.1,2019-05-30 00:23:06
4389,"M 4.3 - 9km ENE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",4.3,2019-05-29 23:22:13
4390,"M 4.0 - 130km ESE of Nikol'skoye, Russia",4,2019-05-29 23:03:44
4391,"M 4.9 - 87km SW of San Pedro de Atacama, Chile",4.9,2019-05-29 21:34:56
4392,"M 4.6 - 140km NE of Bristol Island, South Sandwich Islands",4.6,2019-05-29 21:34:40
